EMAIL,FIRSTNAME,LASTNAME,WEBSITE
cheapside@cheaney.co.uk,Joseph,Cheaney & Sons,
chelmsford@cyclesuk.com,Cycles,UK,https://www.cyclesuk.com/
chelmsfordinternal@ctshirts.co.uk,Charles,Tyrwhitt,https://www.charlestyrwhitt.com/uk/stores?StoreID=london-victoria
chelsea@eighty-8.co.uk,Eighty-8,Eighty-8,https://www.eighty-8.co.uk/
chelsea@hastensstores.com,Hästens,Hästens,https://www.hastens.com/en/store/uk/london/fulhamroad
chelsea@heidiklein.com,Heidi,Klein,https://www.heidiklein.com/
chelsea@oka.com,Oka,Oka,https://www.oka.com/shops/chelsea/
chelsea@tomhowley.co.uk,Tom,Howley,https://www.tomhowley.co.uk/showrooms/chelsea/
chelsea@wyndhams.shop,Wyndhams,Wyndhams,https://wyndham-house.com/
chelseashop@thepieman.co.uk,The,Pie Man,https://thepieman.co.uk/
cheltenham@boconcept.co.uk,BoConcept,BoConcept,https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill
cheltenham@dubarry.com,Dubarry,of Ireland,https://www.dubarry.com/
cheltenham@roundhousedesign.com,Roundhouse,Roundhouse,https://roundhousedesign.com/
chepstow@sinclairtill.co.uk,Sinclair,Till,https://www.sinclairtill.co.uk/
cheryl.wallis0@googlemail.com,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
cheshireoaks.shop@ctshirts.co.uk,Charles,Tyrwhitt,https://www.charlestyrwhitt.com/uk/stores?StoreID=london-victoria
cheshunt@sunbathers.life,Sunbathers,Tanning,
chester@sakshair.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
chesterlestreet@saks-salons.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
chicago.shop@ctshirts.co.uk,Charles,Tyrwhitt,https://www.charlestyrwhitt.com/uk/stores?StoreID=london-victoria
chichester@boconcept.co.uk,BoConcept,BoConcept,https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill
chick@cookiesandscream.com,Cookies,and Scream,http://www.cookiesandscream.com/
chiltern.store@kimai.com,Kimai,Kimai,https://kimai.com/uk/london-store/?country=uk
chislehurst@linklaterwarren.co.uk,Linklater,& Warren,https://linklaterwarren.co.uk/
chiswick@shavata.co.uk,Shavata,Singh,
chiswick@urbanrosebeauty.com,Urban,Rose Beauty,https://www.urbanrosebeauty.com/
chiswick@wyndhams.shop,Wyndhams,Wyndhams,https://wyndham-house.com/
chloe.mcgettigan@asda.uk,Asda,Asda,https://storelocator.asda.com/london/northolt/256-church-road
chris.richards1@asda.uk,Asda,Asda,https://storelocator.asda.com/london/northolt/256-church-road
chris@naughtone.com,Naughtone,Naughtone,https://www.naughtone.com/
christian.may@cityam.com,City,AM,https://cityam.com/
ciao@signorelli.co.uk,Signorelli,Signorelli,http://www.signorelli.co.uk/
city@drdavidjack.com,Dr,David Jack,https://drdavidjack.com/pages/the-city-clinic
cityam@wrightsmedia.com,City,AM,https://cityam.com/
claire.fraser4@btinternet.com,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
claire@claire-naa.com,Claire,Naa,https://www.claire-naa.com/en/
clapham.common@images-beauty.co.uk,Images,Images,https://www.images-beauty.co.uk/
clapham@premierlaserclinic.co.uk,London,Premier Laser & Scin,https://londonpremierlaser.co.uk/
clapham@roundhousedesign.com,Roundhouse,Roundhouse,https://roundhousedesign.com/
claphamflowers@hotmail.co.uk,Clapham,Flowers,https://www.claphamflowers.co.uk/
clapton@bluetitlondon.com,Blue,Tit,http://bluetitlondon.com/
clare@loveblooms.co.uk,Love,Blooms,https://www.loveblooms.co.uk/
clare@thebakeryshop.co.uk,the,bakery [Watsons],http://www.thebakeryshop.co.uk
clarenceroad@artwords.co.uk,Artwords,Artwords,https://www.artwords.co.uk/
claudiavispi@me.com,282,portobello,https://www.282portobello.london/
clerkenwell@cutbox.co.uk,Cutbox,Cutbox,https://cutbox.co.uk/stores/clerkenwell
client.experience@thewosgroup.com,Goldsmiths,Goldsmiths,https://www.goldsmiths.co.uk/store/466
clients@rolandmouret.com,Roland,Mouret,https://www.rolandmouret.com/
clientservice@thombrowne.com,Thom,Browne,https://www.thombrowne.com/us/
clientservices@acnestudios.com,Acne,Studios,https://www.acnestudios.com/emea/en/stores/pelham-street
clientservices@isabelmarant.com,Isabel,Marant,https://www.isabelmarant.com/
clientservices@vince.com,Vince,Vince,https://www.vince.com
climbers@rockonclimbing.co.uk,Rock,On!,https://www.rockonclimbing.co.uk/
clinic@drdavidjack.com,Dr,David Jack,https://drdavidjack.com/pages/the-city-clinic
clinic@unihealthcare.co.uk,Uni,Healthcare,http://www.unihealthcare.co.uk/
clinicalservices@opticalexpress.com,Optical,Express,https://www.opticalexpress.co.uk/clinic-finder/south-of-england/london-shaftesbury-avenue
cobham@academysalons.com,Academy,Salons - Cobham Salon,https://www.academysalons.co.uk/salons/cobham-salon
cobham@adrenalinsport.co.uk,Adrenalin,Sport,https://www.adrenalinsport.co.uk/
cobham@davidclulow.com,David,Clulow,https://www.davidclulow.com
cobham@dogwoodgrooming.co.uk,Dogwood,Dogwood,
cobham@leightons.co.uk,Leightons,Leightons,https://www.leightons.co.uk/branches/cobham
cobham@pearlchemistgroup.co.uk,Pearl,Chemist,https://www.pearlchemistgroup.co.uk/pearl-chemist-cobham
cobham@petscorner.co.uk,Pets,Corner,
cobham@robertdyas.co.uk,Robert,Dyas,https://www.robertdyas.co.uk/storefinder/robertdyas-cobham/
collaborations@apm.mc,APM,Monaco,https://www.apm.mc/
collectionshop@anyahindmarch.com,Anya,Hindmarch,https://www.anyahindmarch.com/en-GB/stores?sid=pont
comments@larrykinghair.com,Larry,King,https://www.larryking.co.uk/
commercial@taylortaylorlondon.com,Taylor,Taylor,https://taylortaylorlondon.com/
community_beckton@asda.uk,Asda,Beckton Opticians,https://storelocator.asda.com/london/beckton/tollgate-road/opticians
community_burghheath@asda.uk,Asda,Pharmacy,https://storelocator.asda.com/south-east/tadworth/reigate-road-burgh-heath/pharmacy
community_charlton@asda.uk,Asda,Asda,https://storelocator.asda.com/london/london/bugsby-way-charlton/pharmacy
community_colindale@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/london/capitol-way-off-edgware-road-colindale/opticians
community_dagenham@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/dagenham/merrielands-crescent/opticians
community_edmonton@asda.uk,Asda,Asda,https://storelocator.asda.com/london/edmonton/1-west-mall/pharmacy
community_greenhithe@asda.uk,Asda,Opticians,https://storelocator.asda.com/south-east/greenhithe/crossways-boulevard/opticians
community_hounslow@asda.uk,Asda,Asda,https://storelocator.asda.com/london/hounslow/access-from-high-street/pharmacy
community_isleofdogs@asda.uk,Asda,Bakery,https://storelocator.asda.com/london/london/151-east-ferry-road-isle-of-dogs
community_leyton@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/leyton/marshall-road/opticians
community_oldkentroad@asda.uk,Asda,Asda,https://storelocator.asda.com/london/london/464-504-old-kent-road/pharmacy
community_parkroyal@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/london/2-20-western-road-park-royal/opticians
community_roehampton@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/roehampton/31-roehampton-vale/opticians
community_southgatecircus@asda.uk,Asda,Asda,https://storelocator.asda.com/london/southgate/130-chase-side/pharmacy
community_southruislip@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/ruislip/6-old-dairy-lane/opticians
community_sutton@asda.uk,Asda,Asda,https://storelocator.asda.com/london/sutton/st-nicholas-way/pharmacy
community_swanley@asda.uk,Asda,Asda,https://storelocator.asda.com/south-east/swanley/london-road/pharmacy
community_tilbury@asda.uk,Asda,Asda,https://storelocator.asda.com/east-of-england/tilbury/thurrock-park-way/pharmacy
community_wallington@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/croydon/marlow-way/opticians
community_watford@asda.uk,Asda,Asda,https://storelocator.asda.com/east-of-england/watford/odhams-industrial-estate-st-albans-road/pharmacy
community_wembley@asda.uk,Asda,Opticians,https://storelocator.asda.com/london/wembley/forty-lane/opticians
community_wokingsheerwater@asda.uk,Asda,Opticians,https://storelocator.asda.com/south-east/woking/forsyth-road-sheerwater/opticians
companysecretary@mulberry.com,Mulberry,Mulberry,https://www.mulberry.com/
complaints@cityam.com,City,AM,https://cityam.com/
complaints@wearetrinity.org.uk,Trinity,Furniture Store,https://www.wearetrinity.org.uk/
components@accordions.js,Pinko,Pinko,http://www.pinko.it/
components@inputs.js,Pinko,Pinko,http://www.pinko.it/
components@media.js,Pinko,Pinko,http://www.pinko.it/
components@minicart.js,Pinko,Pinko,http://www.pinko.it/
components@modals.js,Pinko,Pinko,http://www.pinko.it/
components@product.js,Pinko,Pinko,http://www.pinko.it/
components@wishlist.js,Pinko,Pinko,http://www.pinko.it/
computers@kenlar.net,SYS,Tech,http://kenlar.net
comunicazioni@pec.giuseppezanotti.com,Giuseppe,Zanotti,https://www.giuseppezanotti.com/wo/
concierge@cutterandsquidge.com,Cutter,& Squidge,https://cutterandsquidge.com/
concierge@embassyofbeauty.co.uk,Embassy,of Beauty,https://embassyofbeauty.co.uk/#/
concierge@lelabofragrances.com,Le,Labo,https://www.lelabofragrances.com
concierge@lovebrand.com,LOVE,BRAND & Co,https://lovebrand.com/
concierge@wildatheart.com,Wild,at Heart,https://wildatheart.com/pages/our-shops
connected@hallmark.com,Hallmark,Hallmark,http://www.hallmark.co.uk/
conor.flanagan@cityam.com,City,AM,https://cityam.com/
consultation@pietrosimone.com,Pietro,Simone Skincare,https://pietrosimone.com/
contact.boutiques@apc.fr,A.P.C.,A.P.C.,https://www.apcstore.co.uk/
contact@1992.perfumerh.com,Perfumer,H,https://www.perfumerh.com
contact@a1-furniture.co.uk,A1,Furniture,https://www.a1-furniture.co.uk/
contact@amaiakids.co.uk,Amaia,Kids,https://www.amaiakids.co.uk/
contact@artatailoring.co.uk,Arta,Bespoke Tailoring,https://artatailoring.co.uk/
contact@aubadepro.com,Aubade,Aubade,https://www.aubade.com/
contact@barbersmiths.co.uk,BarberSmiths,BarberSmiths,https://www.barbersmiths.co.uk/
contact@bonton.fr,Bon,Ton,https://www.bonton.fr/en_uk/
contact@communityshopnewham.com,The,Crafted Corner,https://www.communityshopnewham.co.uk/
contact@company.com,Alexander,Barbers,https://alexanderbarbers.com
contact@design-concrete.co.uk,Design,Concrete,https://www.design-concrete.co.uk/
contact@doggylocks.co.uk,Doggylocks,Doggylocks,
contact@edenperfumes.co.uk,Eden,Perfumes,https://edenperfumes.co.uk/
contact@elyseclinic.co.uk,Elyse,Beauty & Laser Clinic,https://elyseclinic.co.uk
contact@experimentalperfumeclub.com,Experimental,Perfume Club,https://experimentalperfumeclub.com/
contact@eye-est.com,Chelsea,Eye Centre,https://chelseaeyecentre.co.uk/
contact@fabiia.com,Fabiia,Fabiia,https://www.fabiia.com/
contact@garciahairlounge.co.uk,Garcia,Hair Lounge,https://garciahairlounge.co.uk/
contact@happysocks.com,Happy,Socks,https://www.happysocks.com/eu/about-us/all-stores
contact@leafandgroove.com,Leaf,and Groove,http://leafandgroove.com/
contact@lechocolat-alainducasse.com,Le,Chocolat Alain Ducasse,https://www.lechocolat-alainducasse.com/
contact@lindameredith.com,Linda,Meredith Beauty Skincare,https://lindameredith.com/
contact@littleparisstore.com,Little,Paris Store,https://littleparisstore.com/
contact@mejuri.com,Mejuri,Mejuri,https://mejuri.com
contact@merakihairstudio.co.uk,Meraki,Hair Studio,https://merakihairstudio.co.uk/
contact@morkbarbershop.com,Mork,Barbershop,https://morkbarbershop.com/
contact@moukimou.com,Mouki,Mou,https://www.moukimou.com/
contact@moussaieff-jewellers.com,Moussaieff,Jewellers,https://www.moussaieff-jewellers.com/
contact@nicolaiparis.com,Parfums,De Nicolai,https://pnicolai.com/en/
contact@offcutbarbers.com,Off-Cut,Off-Cut,https://www.offcutbarbers.com/
contact@officialroyalaroma.com,Royal,Aroma Oud,https://www.officialroyalaroma.com/
contact@open-sky-intl.com,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
contact@ovieyalondon.co.uk,Ovieya,London,https://ovieyalondon.co.uk/
contact@pandlcycles.co.uk,Parts,and Labour Cycles,https://www.pandlcycles.co.uk/
contact@paydens.com,Scotts,Pharmacy,https://www.paydens.com
contact@perfumerh.com,Perfumer,H,https://www.perfumerh.com
contact@pshahopticians.co.uk,P,Shah Opticians,https://www.pshahopticians.co.uk/
contact@sansoxygen.com,Phillo,Phillo,https://philloflowers.com/
contact@silverclip.co.uk,Silverclip,Silverclip,https://www.silverclip.co.uk/
contact@simmonsbakers.com,Simmon's,Simmon's,https://www.simmonsbakers.com/
contact@sophiemarkshairandbeauty.co.uk,Sophie,Marks Hair & Beauty,https://sophiemarkshairandbeauty.co.uk/
contact@thebikeshopwatford.com,The,Bike Shop,http://www.thebikeshopwatford.com/
contact@thebrokedownpalace.com,Brokedown,Palace,https://www.thebrokedownpalace.com/
contact@thecreamofbeauty.co.uk,The,Cream of Beauty,https://thecreamofbeauty.com/
contact@thecuriouscomb.co.uk,The,Curious Comb,https://thecuriouscomb.co.uk/
contact@thisisdrummerboy.com,Drummer,Boy,https://www.thisisdrummerboy.com/
contact@vasbarbers.co.uk,Vas',Barbers,https://www.vasbarbers.co.uk/
contact@villagebarberscobham.co.uk,Village,Barbers,https://villagebarberscobham.setmore.com/
contactfr@veloris.com,Ecobat,Battery,https://www.ecobatbattery.com/
contacts@daralteeb.com,Dar,Alteeb,https://daralteeb.com/
contacts@hackney-cycles.co.uk,Hackney,Cycles,https://www.hackney-cycles.co.uk/
contactus@costcutter.com,Costcutter,Express,https://www.costcutter.co.uk/
contactus@joythestore.com,Joy,Joy,https://www.joythestore.com/
contactus@recycleabike.co.uk,Recycle-A-Bike,Recycle-A-Bike,https://www.recycleabike.co.uk/
contactus@techhouse.com,TechHouse,Accessories,https://techhouse.co.uk/
contactusformotherenquiries@rmwilliams.com.au,R.M.Williams,R.M.Williams,https://www.rmwilliams.com.au/
contractservices@neptune.com,Neptune,Neptune,https://www.neptune.com/your-order/find-a-store/neptune-wimbledon/
control@allgoodbookshop.co.uk,All,Good Bookshop,https://allgoodbookshop.co.uk/
cookschool@boroughkitchen.com,Borough,Kitchen,https://www.boroughkitchen.com/
copasfarms@copasfarms.co.uk,Copas,Farms PYO,https://www.copasfarms.co.uk/
copenhagen@bluetitlondon.com,Blue,Tit,http://bluetitlondon.com/
corporate@biscuiteers.com,Biscuiteers,Boutique and Icing Cafe,https://www.biscuiteers.com/
corporategifting@birleybakery.com,Birley,Bakery,https://birleybakery.com
cosmessex115@icloud.com,Cosmessex,Cosmessex,https://www.cosmessex.co.uk/
counter.weybridge@strukta.co.uk,strukta,strukta,https://strukta.co.uk/find-us/strukta-weybridge/
courtneyerinhairdressing@hotmail.co.uk,Courtney,Erin,https://www.courtneyerin.co.uk
coventgarden@cheaney.co.uk,Joseph,Cheaney and Sons,
coventgarden@eighty-8.co.uk,Eighty-8,Eighty-8,https://www.eighty-8.co.uk/
cpssevenoaks@cityplumbing.co.uk,City,Plumbing,
cpsweybridge@cityplumbing.co.uk,City,Plumbing,https://www.cityplumbing.co.uk/branch-locator/4284/addlestone-surrey
cr@thehairgallery.net,The,Hair Gallery,https://www.thehairgallery.net/
crawley@accessgaragedoors.com,Access,Garage Doors,https://www.accessgaragedoors.com/
crazy_cut@hotmail.co.uk,Crazy,Cut,https://www.crazycut.co.uk/
creditcontrol@vandevelde.eu,Rigby,& Peller,https://www.rigbyandpeller.com/en-gb/
cricklewood@eye-emporium.com,Eye,Emporium,https://www.eye-emporium.com/pages/eye-emporium-acton
crouchend@saks-salons.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
crouchend@storksen.co.uk,Storksen,Storksen,https://storksen.co.uk
crouchhill@bluetitlondon.com,Blue,Tit,http://bluetitlondon.com/
croydon@accessgaragedoors.com,Access,Garage Doors,https://www.accessgaragedoors.com/
croydon@kouriten.com,Miniso,Miniso,https://minisoshop.co.uk/store-locator/store/view/key/10
croydon@rawlingsopticians.co.uk,Rawlings,Opticians,
crumlin@veloris.com,Ecobat,Battery,https://www.ecobatbattery.com/
crystalpalace@bluetitlondon.com,Blue,Tit,http://bluetitlondon.com/
cs@apricotonline.co.uk,Apricot,Apricot,https://www.apricotonline.co.uk/
cs@linzi.com,Linzi,Shoes,https://www.linzi.com/
cservices@heals.co.uk,Heals,Outlet,https://www.heals.com/stores/kings-road.html
customer-services@rojalondon.com,Roja,Parfums,https://www.rojaparfums.com/
customer-services@rojaparfums.com,Roja,Parfums,https://www.rojaparfums.com/
customer.addlestone.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/addlestone
customer.barnet.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/barnet
customer.barnet@st.uk.specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/barnet
customer.beckton.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/becktonsainsburys
customer.care@davidclulow.com,David,Clulow,https://www.davidclulow.com/
customer.care@visionexpress.com,Vision,Express,https://www.visionexpress.com/opticians/london/london-islington
customer.care@zaeemjamal.com,Zaeem,Jamal,http://www.zaeemjamal.com/
customer.cobham.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/cobhamsainsburys
customer.eltham.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/eltham
customer.epping.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/epping
customer.epping@st.uk.specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/epping
customer.epsom.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/epsom
customer.feedback@jewson.co.uk,Jewson,Jewson,https://www.jewson.co.uk/branch-finder/croydon-lower-addiscombe-road-branch/
customer.purley.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/purley
customer.service@condorcycles.com,Condor,Cycles,https://www.condorcycles.com
customer.service@doppiocoffee.co.uk,Doppio,Coffee,https://doppiocoffee.co.uk/
customer.service@paindesucre.com,Pain,De Sucre,https://paindesucre.com/
customer.service@poundstretcher.co.uk,Poundstretcher,Poundstretcher,https://poundstretcher.co.uk/pages/cricklewood-728
customer.services@brora.co.uk,Brora,Brora,https://www.brora.co.uk/
customer.services@grenson.co.uk,Grenson,Hanbury Street,https://www.grenson.com
customer.stanmore.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/stanmore
customer.stanmore@st.uk.specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/stanmore
customer.strand.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/strand
customer.strand@st.uk.specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/strand
customer.walworth.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/walworth
customer.watford.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/watford
customer.whitechapel.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/whitechapel
customercare@aashniandco.com,Aashni,& Co,https://www.aashniandco.com/about
customercare@alexanderwang.com,Alexander,Wang,https://www.alexanderwang.com/gb
customercare@apm.mc,APM,Monaco,https://www.apm.mc/
customercare@aquazzura.com,Aquazzura,Aquazzura,https://www.aquazzura.com/en
customercare@beyondretro.com,Beyond,Retro,https://www.beyondretro.com/pages/store-locator-soho
customercare@caramel-shop.co.uk,Caramel,Caramel,https://www.caramel-shop.co.uk/
customercare@casely-hayford.com,Casely-Hayford,Casely-Hayford,https://casely-hayford.com/
customercare@clarks.com,Clarks,Clarks,https://www.clarks.com/en-gb/store-locator/UnitedKingdom/WEMBLEY/3008
